Type,Category,Name,Description,Units,Possible Reasons for blank values
Dimension,Measure,Unclassified,False if the stream has sufficient data to be classified as good or poor. True otherwise. <br/>**Example value:** 1,,
Dimension,Measure,OnePercent PacketLoss,"True if packet loss exceeded 1%, False otherwise.",,
Dimension,Measure,Is Dominant Participant,"If true, indicates high confidence that the stream originated from an endpoint with a high rate of speaker participation.",,&bull; Calculated only for Conferencing participants <br/> &bull; PSTN participants are excluded from this model
Dimension,Measure,Is Dominant Participant Probability,The probability that the stream originated from an endpoint with a high rate of speaker participation; values closer to 1 indicate a higher probability.,,&bull; Calculated only for Conferencing participants <br/> &bull; PSTN participants are excluded from this model
Dimension,Measure,Detected Inbound Network Problem,"If true, indicates high confidence that a media stream might be impacted due to the inbound network.",,&bull; This dimension only applies to streams where *Stream Direction == First-to-Second*
Dimension,Measure,Detected Uplink Problem,"If true, indicates high confidence that a media stream might be impacted due to the network uplink.",,&bull; This dimension doesn't apply to P2P calls.
Dimension,Measure,Detected Other User Uplink Problem,"If true, indicates high confidence that a user's media stream might be impacted due to a dominant participant's network uplink issues.",,&bull; This dimension doesn't apply to P2P calls.
Dimension,Measure,Detected Input Device Causing Problem,"If true, indicates high confidence that the quality of sent media might be impacted due to the user's media capture device.",,
Dimension,Measure,Detected Other User Device Problem,"If true, indicates high confidence that a media stream might be impacted due to the remote capture device.",,
Dimension,Measure,Detected Local Input Device Problem,"If true, indicates high confidence that a media stream might be impacted due to the render device on the first endpoint.",,&bull; This dimension only applies to streams where *Stream Direction == First-to-Second*
Dimension,Measure,Detected Leaking Echo Problem,"If true, indicates high confidence that the endpoint's outbound media stream is impacted due to echo.",,
Dimension,Measure,Detected Hearing Echo Problem,"If true, indicates high confidence that a media stream might be impacted due to echo.",,
Dimension,Measure,Detected Compute Device Causing Problem,"If true, indicates high confidence that the endpoint's outbound media stream might be impacted due to compute resources on the sender's side.",,
Dimension,Measure,Detected Other User Compute Problem,"If true, indicates high confidence that a media stream might be impacted due to compute resources on the remote side.",,
Dimension,Measure,Detected Local Compute Problem,"If true, indicates high confidence that a media stream might be impacted due to local compute resources.",,&bull; This dimension only applies to streams where *Stream Direction == First-to-Second*
Dimension,Measure,Detected Media Modality Problem,"If true, indicates high confidence that the user's experience of the inbound media stream was poor.",,&bull; This dimension only applies to streams where *Stream Direction == First-to-Second*
Dimension,DNS,First DNS Suffix,DNS suffix associated with the network adapter reported by the first endpoint. Note this value might be reported for any type of network adapter. **Example value:** corp<span></span>.contoso<span></span>.com,,<br/>&bull; This value wasn't reported by the endpoint <br/>
Dimension,DNS,Second DNS Suffix,DNS suffix associated with the network adapter reported by the second endpoint. Note this value might be reported for any type of network adapter.<br/> **Example value:** corp<span></span>.contoso<span></span>.com,,<br/>&bull; This value wasn't reported by the endpoint
Dimension,DNS,Used Dns Resolve Cache,,,
Dimension,DNS,First DNS Resolution Result,"The result of DNS resolution on the first endpoint during session establishment. If this value returns true, DNS resolution succeeded.",,&bull; Not all endpoints return these values
Dimension,DNS,Second DNS Resolution Result,"The result of DNS resolution on the second endpoint during session establishment. If this value returns true, DNS resolution succeeded.",,&bull; Not all endpoints return these values
Dimension,DNS,First DNS Error,Reports what result code (if any) was returned by the DNS lookup process on the first endpoint. <br/>**Example**: success,,&bull; Not all endpoints return these values
Dimension,DNS,Second DNS Error,Reports what result code (if any) was returned by the DNS lookup process on the second endpoint. <br/>**Example**: success,,&bull; Not all endpoints return these values
Dimension,Rating,First Feedback Rating,Rating of the call associated with the stream by the first endpoint on 1-5 scale (5 = excellent). 0 indicates the user was shown the call rating survey but didn't rate their experience.  <br/> **Example value:** 5,,&bull; No survey was shown to the first endpoint
Dimension,Rating,Second Feedback Rating,Rating of the call associated with the stream by the second endpoint on 1-5 scale (5 = excellent). 0 indicates the user was shown the call rating survey but didn't rate their experience. <br/> **Example value:** 5,,&bull; No survey was shown to the second endpoint
Dimension,Rating,First Feedback Tokens,String containing list of feedback tokens with boolean flag that indicates if token is set by the user providing feedback from the first endpoint. <br/> **Example value:** {DistortedSpeech:1; ElectronicFeedback:1; BackgroundNoise:1; MuffledSpeech:1; Echo:1;},,&bull; No feedback was provided by the user of the first endpoint
Dimension,Rating,Second Feedback Tokens,String containing list of feedback tokens with boolean flag that indicates if token is set by the user providing feedback from the second endpoint. <br/> **Example value:** {DistortedSpeech:1; ElectronicFeedback:1; BackgroundNoise:1; MuffledSpeech:1; Echo:1;},,&bull; No feedback was provided by the user of the second endpoint
Dimension,Rating,First Feedback Has Audio Issue,"True if feedback tokens from first endpoint indicate stream had an audio issue, false otherwise.",,
Dimension,Rating,Second Feedback Has Audio Issue,"True if feedback tokens from second endpoint indicate stream had an audio issue, False otherwise.",,
Dimension,Rating,First Feedback Has Video Issue,"True if feedback tokens from first endpoint indicate stream had a video issue, False otherwise.",,
Dimension,Rating,Second Feedback Has Video Issue,"True if feedback tokens from second endpoint indicate stream had a video issue, False otherwise.",,
Dimension,Rating,First Feedback Has AppSharing Issue,True if feedback tokens from first endpoint indicate stream had an  app sharing issue. False otherwise.,,
Dimension,Rating,Second Feedback Has AppSharing Issue,,,
Dimension,Audio Signal,First Echo Event Causes,Flags that indicate the reasons the DeviceEchoEvent is raised on the first endpoint. There might be multiple flags for a single stream. Flags include: <br/> BAD_TIMESTAMP - audio sample timestamps from capture or render device used were poor quality <br/> POSTAEC_ECHO - high level of echo remained after echo cancellation <br/> MIC_CLIPPING - signal level from capture device had significant instances of maximum signal level <br/> EVENT_ANLP - audio samples from capture contain high noise. <br/> **Example value:** BAD_TIMESTAMP,,&bull; Stream was a non-audio stream <br/>&bull; No event causes were reported by the first endpoint
Dimension,Audio Signal,Second Echo Event Causes,Flags that indicate the reasons the DeviceEchoEvent was raised on the second endpoint. There might be multiple flags for a single stream. Flags include: <br/> BAD_TIMESTAMP - audio sample timestamps from capture or render device used were poor quality <br/> POSTAEC_ECHO - high level of echo remained after echo cancellation <br/> MIC_CLIPPING - signal level from capture device had significant instances of maximum signal level <br/> EVENT_ANLP - audio samples from capture contain high noise. <br/> **Example value:** BAD_TIMESTAMP,,&bull; Stream was a non-audio stream <br/>&bull; No event causes were reported by the first endpoint
Dimension,Audio Signal,First Echo Percent Mic In,Percentage of time when echo is detected in the audio from the capture or microphone device prior to echo cancellation by the first endpoint. Values grouped by range.  <br/> **Example value:** 068: [5 - 10),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Audio Signal,Second Echo Percent Mic In,Percentage of time when echo is detected in the audio from the capture or microphone device prior to echo cancellation by the second endpoint. Values grouped by range. <br/> **Example value:** 068: [5 - 10),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
Dimension,Audio Signal,First Echo Percent Send,Percentage of time  echo is detected in the audio after echo cancellation by the first endpoint. Values grouped by range. <br/> **Example value:** 068: [5 - 10),,&bull; Stream was a non-audio stream <br/>&bull; The first endpoint didn't report data
Dimension,Audio Signal,Second Echo Percent Send,Percentage of time   echo is detected in the audio after echo cancellation by the second endpoint. Values grouped by range. <br/> **Example value:** 068: [5 - 10),,&bull; Indicates a non-audio stream <br/>&bull; The second endpoint didn't report data
